cover,title,author,publisher,isbn,percent
https://img1.od-cdn.com/ImageType-100/1191-1/{E23A86A9-966C-4363-B6E5-DF73C5A08C82}Img100.jpg,Resilient,"Rick Hanson, PhD, Forrest Hanson",Books on Tape,9780525525110,99.0%
